latitude,longitude,altitude,geometry,coordinates,@id,area,highway,bridge,bridge:name,ele,layer,maxweight,ref,source,name,oneway,surface,lane_markings,maxspeed,lanes,bicycle,foot,junction,source:geometry,alt_name,service,name:en,name:qu,access,incline,fixme,covered,lit,horse,construction,footway,crossing,tracktype,motorcar,embankment
,,,LineString,"-70.1383799,-15.4761057,-70.1390904,-15.475828,-70.1398066,-15.4755372,-70.1405201,-15.4752825,-70.1405708,-15.475262",way/1169830758,,residential,,,,,,,,Jirón Amanecer,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1093302,-15.4911098,-70.1094379,-15.4899365",way/1169859997,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1087946,-15.4910882,-70.1086795,-15.4921858",way/1169859998,,service,,,,,,,,Jirón Huaynaroque,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1099189,-15.4911337,-70.1093302,-15.4911098,-70.1087946,-15.4910882",way/1169859999,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.109671,-15.4943833,-70.1086055,-15.4940678",way/1169860000,,residential,,,,,,,,Jirón Francisco Pizarro,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1361186,-15.4815578,-70.1361126,-15.4816621,-70.1360387,-15.4829429,-70.1360757,-15.4830762,-70.136105,-15.4831376",way/1169860926,,primary,,,,,,,,Avenida Jorge Chavez,yes,,,60,2,,no,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1104057,-15.5024018,-70.1100921,-15.5032954",way/1170427859,,path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1071831,-15.4921652,-70.1063709,-15.4921357",way/1170427860,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1070478,-15.5035027,-70.1073001,-15.5027954",way/1170437268,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1086482,-15.5032088,-70.108334,-15.5031909,-70.1081686,-15.5031656",way/1170437269,,residential,,,,,,,,Avenida Juliaca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1227235,-15.4966391,-70.1230359,-15.4970967",way/1170437270,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1146984,-15.4982605,-70.1139592,-15.4979865,-70.1135845,-15.4978645",way/1170439994,,residential,,,,,,,,Avenida Tacna,yes,asphalt,,50,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1135695,-15.4977237,-70.1140058,-15.4978604,-70.1147546,-15.4981359",way/1170439995,,residential,,,,,,,,Avenida Tacna,yes,asphalt,,50,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1135845,-15.4978645,-70.1131508,-15.4977142,-70.1131193,-15.497718,-70.1130938,-15.4977408,-70.1128618,-15.4984142",way/1170439996,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1131193,-15.4975607,-70.1132846,-15.4971266",way/1170439997,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1135695,-15.4977237,-70.1131193,-15.4975607,-70.1127377,-15.4974356,-70.1127101,-15.497409,-70.1127082,-15.4973787,-70.1128793,-15.4969825",way/1170439998,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1108261,-15.5083469,-70.1110196,-15.5079027,-70.111195,-15.5074722,-70.1113879,-15.5070059,-70.111565,-15.5065778,-70.1117257,-15.5061628,-70.1119563,-15.5056281",way/1170439999,,residential,,,,,,,,Avenida Perú,yes,,,50,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1120192,-15.5056583,-70.1117936,-15.506191,-70.1116212,-15.5065979,-70.1114401,-15.5070253,-70.1112442,-15.5074879,-70.1110659,-15.5079124,-70.1108697,-15.508372",way/1170440000,,residential,,,,,,,,Avenida Perú,yes,,,50,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1093703,-15.5062395,-70.1088753,-15.5065016",way/1170440001,,residential,,,,,,,,Jirón San Valentín,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1140827,-15.5042718,-70.1141923,-15.504009,-70.11432,-15.5038176",way/1170440002,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1140301,-15.5046092,-70.1140827,-15.5042718,-70.113451,-15.5040222",way/1170440003,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1157349,-15.5037586,-70.1152399,-15.5035778",way/1170440004,,residential,,,,,,,,Jirón Verano Andrade,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1286565,-15.4803791,-70.1286477,-15.4802158",way/1170446124,,tertiary,,,,,,,,Infancia,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1205912,-15.481005,-70.1203465,-15.4811989,-70.1203251,-15.4812086,-70.120313,-15.4812066,-70.1202996,-15.4812041,-70.1199657,-15.4808803,-70.1199482,-15.4808661,-70.1199281,-15.4808545,-70.1199013,-15.4808506,-70.1198798,-15.4808557,-70.1196317,-15.4809643",way/1170460225,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1088719,-15.469968,-70.1090113,-15.4702601,-70.1092623,-15.4708228,-70.1095256,-15.4713343,-70.1095849,-15.4714361,-70.1101172,-15.4726546,-70.1105795,-15.4736556,-70.110827,-15.4741709,-70.1114025,-15.4753886,-70.1118132,-15.4762896,-70.111972,-15.4766349,-70.1122717,-15.4772516,-70.1125559,-15.4778857,-70.112845,-15.47851,-70.1134153,-15.4797616,-70.1136241,-15.4802146,-70.113996,-15.4809282",way/1170465382,,tertiary,,,,,,,,Avenida Tambopata,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1027929,-15.4838617,-70.1032518,-15.4840201,-70.1037206,-15.4841833,-70.1041635,-15.4843368,-70.1046413,-15.4845024,-70.1050864,-15.4846631,-70.1053665,-15.4847609,-70.1058472,-15.4849289,-70.1071764,-15.4853933,-70.1076651,-15.4855641,-70.1077241,-15.4855602,-70.1078045,-15.4855292,-70.1078634,-15.4854774",way/1170467864,,residential,,,,,,,,Avenida San Martín,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1111609,-15.4866397,-70.1111113,-15.486761",way/1170485632,,tertiary_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1329441,-15.5226378,-70.1330795,-15.5225992,-70.1331675,-15.5225782,-70.133623,-15.5225206,-70.1343286,-15.5224776,-70.1350219,-15.5224401",way/1170492732,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1291227,-15.5190221,-70.129803,-15.5192739",way/1170492733,,residential,,,,,,,,Jirón Congo,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1286668,-15.5238704,-70.1292308,-15.5234916",way/1170501759,,service,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1407635,-15.5076148,-70.1412141,-15.5083701,-70.1412463,-15.5084625,-70.141467,-15.5095048,-70.141365,-15.5098433,-70.1413265,-15.5108294,-70.1412933,-15.5108798",way/1171032125,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1365178,-15.5152729,-70.1366101,-15.515201,-70.1368079,-15.5149193,-70.1368763,-15.5148689,-70.1369682,-15.5148476",way/1171032126,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1303663,-15.5108365,-70.130783,-15.5113708,-70.1308984,-15.5114716,-70.1309681,-15.5115543,-70.1310083,-15.511615,-70.1310271,-15.5116783,-70.1310472,-15.511752,-70.1310966,-15.5120757",way/1171032127,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1322592,-15.5136213,-70.1319217,-15.5143745",way/1171032128,,residential,,,,,,,,Avenida Ucayali,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1320209,-15.5144205,-70.1317861,-15.5150051,-70.1316158,-15.5154439,-70.1315112,-15.5156546,-70.1314603,-15.5157709,-70.131418,-15.5158265,-70.131347,-15.515857",way/1171032129,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1319217,-15.5143745,-70.1318547,-15.5144923,-70.1316654,-15.5149553,-70.1314911,-15.5153897,-70.131404,-15.5155977,-70.1313557,-15.5157231,-70.1313349,-15.5157773,-70.131347,-15.515857",way/1171032130,,residential,,,,,,,,Avenida Ucayali,,,,,2,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1282362,-15.5218133,-70.1275666,-15.521192",way/1171033547,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1290476,-15.5214592,-70.1292649,-15.5220484",way/1171033548,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1240247,-15.5182144,-70.123413,-15.5179359,-70.1227439,-15.5177024",way/1171033549,,residential,,,,,,,,Jirón Colorado,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1241968,-15.5182824,-70.1240247,-15.5182144",way/1171033550,,footway,,,,,,,,Jirón Colorado,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1277065,-15.5246936,-70.1277937,-15.524762,-70.1278219,-15.5247737,-70.1278567,-15.5247737,-70.127897,-15.524753,-70.1284227,-15.5242141,-70.1287431,-15.5239854",way/1171037204,,residential,,,,,,,,Jirón La Playa,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1314584,-15.508725,-70.1318209,-15.5089504",way/1171080764,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1265062,-15.5184471,-70.1262786,-15.5185553",way/1171080765,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.126291,-15.5182737,-70.1265478,-15.5177868,-70.1265733,-15.5177015,-70.126576,-15.5176498,-70.1265867,-15.5175477,-70.1266243,-15.5174883,-70.1266913,-15.5174249,-70.1268023,-15.5173737",way/1171080766,,residential,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1361935,-15.4996111,-70.1365422,-15.4992688",way/1171085601,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1370661,-15.498963,-70.1375723,-15.4995182",way/1171085602,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1420335,-15.4960867,-70.1421384,-15.4960416,-70.1422727,-15.4960338",way/1171085603,,residential,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1252964,-15.5098097,-70.1254505,-15.5098743",way/1171086929,,tertiary,,,,,,,,Avenida Juliaca,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1633102,-15.4967742,-70.1632952,-15.4962712",way/1171476232,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1633196,-15.4969784,-70.1633102,-15.4967742",way/1171476233,,residential,yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1637849,-15.4962108,-70.1636884,-15.4962121",way/1171476234,,residential,yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1649193,-15.4961026,-70.1645389,-15.4961445,-70.1641806,-15.4961943,-70.1638271,-15.4962125,-70.1637849,-15.4962108",way/1171476235,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1640598,-15.4955181,-70.1641208,-15.4955181,-70.1644814,-15.4954862,-70.1648619,-15.4954456,-70.1651961,-15.4954148",way/1171476236,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1639338,-15.4955258,-70.1640598,-15.4955181",way/1171476237,,residential,yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1662874,-15.4983457,-70.1662606,-15.498464,-70.1659761,-15.4988078,-70.1656933,-15.4991495,-70.1653775,-15.4995478,-70.1651502,-15.4998345,-70.1649544,-15.5000749,-70.1647478,-15.5003281,-70.1644633,-15.5006784,-70.1639217,-15.5013452,-70.1631703,-15.502265,-70.1623058,-15.5032967,-70.1611678,-15.5047648",way/1171476238,,tertiary,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1662874,-15.4983457,-70.1665954,-15.4979645,-70.166875,-15.4976185,-70.1671865,-15.4972329,-70.1674964,-15.4968494,-70.1683152,-15.495836",way/1171476239,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1290525,-15.5016773,-70.1291584,-15.5017535,-70.1291663,-15.5017737,-70.1291637,-15.5017901,-70.1291348,-15.5018774,-70.1291178,-15.501885,-70.1290994,-15.501885,-70.1289857,-15.5018501",way/1171478524,,service,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1708445,-15.4953345,-70.1707895,-15.4954108,-70.1707251,-15.4955025,-70.1706688,-15.4955452,-70.1705803,-15.4955672,-70.1704583,-15.4955465,-70.1703778,-15.4955129,-70.1703255,-15.4954974,-70.1702464,-15.4954948,-70.1701243,-15.4955168,-70.1700251,-15.4955452,-70.1699486,-15.4956059,-70.1696509,-15.4960298",way/1171483143,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1711074,-15.4955284,-70.1716465,-15.4959058",way/1171483144,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1709437,-15.4954043,-70.1711074,-15.4955284",way/1171483145,,residential,yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1717856,-15.494436,-70.1717618,-15.4945488,-70.1717028,-15.4946056,-70.1716116,-15.4946341,-70.1714775,-15.4946392,-70.1713648,-15.4946909,-70.1712415,-15.494753,-70.1709652,-15.4949236,-70.1709048,-15.4949998,-70.1708593,-15.4951032,-70.1708271,-15.4952402,-70.1708445,-15.4953345,-70.1709437,-15.4954043",way/1171483146,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1677305,-15.4924913,-70.1674318,-15.4935705,-70.1672093,-15.4945289",way/1171483147,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1649007,-15.4938612,-70.1648645,-15.4937178,-70.1648283,-15.4936428,-70.164768,-15.4935666,-70.1646794,-15.4935149,-70.164584,-15.4934652",way/1171483148,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1645679,-15.4938874,-70.1649007,-15.4938612,-70.1653916,-15.4938457",way/1171483149,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1644543,-15.4929997,-70.1650576,-15.4929488",way/1171483150,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1645145,-15.4934701,-70.164584,-15.4934652,-70.1652628,-15.4934167",way/1171483151,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1600023,-15.4936754,-70.160062,-15.4943226",way/1171483152,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1604112,-15.4929683,-70.1604944,-15.4936306,-70.1605555,-15.4942903",way/1171483153,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1609939,-15.4935725,-70.1610759,-15.4942464",way/1171483154,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.162877,-15.491356,-70.1628093,-15.4913747",way/1171483155,,residential,,,,,,,,Jirón Ayar Uchu,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.163584,-15.5064403,-70.1635653,-15.5061764,-70.1635771,-15.5060195,-70.1636133,-15.5058773,-70.1636401,-15.5057933,-70.1636434,-15.5057552,-70.1636233,-15.5057177,-70.1635844,-15.5056938,-70.1635221,-15.505688,-70.163457,-15.5057022,-70.1633947,-15.5057449,-70.1633021,-15.5058127,-70.1632217,-15.5058605,-70.1631197,-15.5058993,-70.1630084,-15.5059161,-70.1628314,-15.5059239",way/1171483157,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1656169,-15.4990953,-70.1656933,-15.4991495",way/1171483158,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1650831,-15.4997815,-70.1651502,-15.4998345",way/1171483159,,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1646794,-15.5002739,-70.1647478,-15.5003281",way/1171483160,,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1638547,-15.5012987,-70.1639217,-15.5013452",way/1171483161,,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1729098,-15.5038807,-70.1721722,-15.5032527,-70.1721615,-15.5032036,-70.1721615,-15.5031557,-70.1721923,-15.5031079,-70.1723344,-15.5029495,-70.1725933,-15.502661,-70.1726797,-15.5025647,-70.1728544,-15.5023699,-70.1731044,-15.5020913,-70.1733626,-15.5018035,-70.1736402,-15.5014941,-70.1738978,-15.5012069,-70.1741719,-15.5009014",way/1171483162,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1661399,-15.5056421,-70.1661399,-15.5054922,-70.166152,-15.505385,-70.1661935,-15.505248,-70.1662526,-15.5049908,-70.1662633,-15.5048668,-70.1662606,-15.5047143,-70.1662231,-15.5040319",way/1171484657,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1651891,-15.5053657,-70.1650509,-15.5059575,-70.165008,-15.5061875,-70.1649852,-15.5062947,-70.1649316,-15.5064046,-70.164827,-15.5065597,-70.1646915,-15.5067147,-70.1644192,-15.5070249",way/1171484658,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1681651,-15.4888967,-70.1682619,-15.4892997,-70.1688409,-15.4917107",way/1171484659,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1630343,-15.4913334,-70.1629588,-15.4914303,-70.1629199,-15.491522,-70.1629052,-15.4916642,-70.1628837,-15.4918981,-70.1628408,-15.4920584,-70.1627925,-15.4922639,-70.1627992,-15.4924228,-70.1628421,-15.4927537",way/1171484660,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1703255,-15.4954974,-70.1704033,-15.4953397,-70.1704247,-15.4952583,-70.170422,-15.4951278,-70.1704113,-15.495027,-70.1703818,-15.4949236,-70.1702464,-15.4946315",way/1171484661,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.169156,-15.4919369,-70.1692298,-15.4920687,-70.1693733,-15.4923673,-70.1694477,-15.4925896,-70.1694732,-15.4926186,-70.1695041,-15.4926432,-70.1695436,-15.4926484,-70.1695919,-15.4926464,-70.1698668,-15.4926322",way/1171484662,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1701687,-15.4986347,-70.170925,-15.499271,-70.171102,-15.4993589,-70.1713648,-15.4994416,-70.1715285,-15.4995217,-70.1716974,-15.499651,-70.1718557,-15.4997802,-70.1719469,-15.499872,-70.1720126,-15.4999934,-70.172044,-15.5000944",way/1171484663,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.169954,-15.4988265,-70.1699071,-15.498926,-70.1698963,-15.4990074,-70.1699178,-15.4990694,-70.1699916,-15.4991676,-70.1700532,-15.4992516,-70.1701324,-15.4993537,-70.1701847,-15.4994739,-70.1702303,-15.4996019,-70.1702665,-15.4997285,-70.1703107,-15.4998345,-70.170353,-15.4999224,-70.1704046,-15.499985,-70.1704797,-15.5000522,-70.170583,-15.5001408,-70.1706621,-15.5002209,-70.1707225,-15.5003023,-70.1707748,-15.5003773,-70.1708432,-15.5004522,-70.1709706,-15.5005414",way/1171484664,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1691762,-15.4995424,-70.1726797,-15.5025647",way/1171484665,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1634336,-15.4988614,-70.1632458,-15.4990462,-70.1615641,-15.5011165,-70.1607314,-15.502161,-70.1599038,-15.5030782",way/1171484666,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1634322,-15.4987942,-70.1636642,-15.4989531,-70.1637282,-15.4990034,-70.1642878,-15.4994429,-70.1643683,-15.4995204,-70.1644179,-15.4996006,-70.1644528,-15.4996905",way/1171484667,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1634979,-15.4983871,-70.1635972,-15.4984465,-70.1636495,-15.4985241,-70.163679,-15.498643,-70.163687,-15.4988355,-70.1636727,-15.4989094,-70.1636642,-15.4989531",way/1171484668,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1633772,-15.4976013,-70.1634098,-15.4977754,-70.1634657,-15.4980743,-70.1634979,-15.4983871,-70.1634979,-15.4985486,-70.1634322,-15.4987942,-70.1634336,-15.4988614,-70.1634496,-15.4989273,-70.1635154,-15.4989906,-70.1644528,-15.4996905,-70.1648846,-15.5000128,-70.1649544,-15.5000749",way/1171484669,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1758187,-15.497852,-70.1753786,-15.4977779,-70.1754203,-15.4976323,-70.1754351,-15.4975522,-70.1754177,-15.4974527,-70.1753747,-15.4973028,-70.1752426,-15.4968602,-70.1752024,-15.49676,-70.1751789,-15.4966863,-70.1751736,-15.4966237,-70.1751796,-15.4965791,-70.1751944,-15.4965351,-70.1752674,-15.4964581",way/1171485696,,unclassified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1630507,-15.4938733,-70.1631966,-15.4938549,-70.1632468,-15.4938509,-70.163675,-15.4937979,-70.163734,-15.4937947,-70.1637789,-15.4938108,-70.1638084,-15.4938412,-70.1638473,-15.4938929,-70.1639834,-15.4942024",way/1171485908,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1683063,-15.4921327,-70.1683903,-15.4922768,-70.1684426,-15.4924241,-70.1685163,-15.4927227",way/1171486388,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.0813407,-15.5091306,-70.0813839,-15.5092123,-70.0813912,-15.5092196,-70.0814011,-15.5092238,-70.081417,-15.509224,-70.0823225,-15.5089758,-70.0824924,-15.5089367,-70.0825281,-15.508958,-70.0828261,-15.5092617,-70.0837865,-15.5102892,-70.084343,-15.5109108,-70.0853879,-15.5120863,-70.0865098,-15.5132464,-70.0868137,-15.5135919",way/1171488683,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.0850363,-15.5144909,-70.0845006,-15.5147667,-70.0840611,-15.5140929,-70.0837262,-15.5135827,-70.0833519,-15.5130073,-70.0830859,-15.5125945,-70.0825713,-15.5117771,-70.0820344,-15.5109537,-70.0813819,-15.509931,-70.080978,-15.5093022,-70.0812829,-15.5092271,-70.0812953,-15.5092166,-70.0813046,-15.5092074,-70.0813049,-15.5091943,-70.0812711,-15.5091055",way/1171488684,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.0877485,-15.5181243,-70.0872635,-15.5174586,-70.0870862,-15.5172237,-70.0870641,-15.517181,-70.0870456,-15.5171276,-70.087037,-15.5170671,-70.0868289,-15.5158641,-70.086824,-15.5158036,-70.0868227,-15.5157574,-70.0868289,-15.5157135,-70.0868511,-15.5156637,-70.0871182,-15.5153006,-70.0875603,-15.5147003,-70.0875941,-15.5146564,-70.0876163,-15.5146202,-70.0876311,-15.5145722,-70.0876317,-15.5145301,-70.0876212,-15.5144749,-70.0875978,-15.5144144,-70.0875559,-15.5143533,-70.0873608,-15.5141409,-70.0870105,-15.5137826,-70.0868942,-15.513648,-70.08686,-15.5136179,-70.0868137,-15.5135919,-70.0861985,-15.5139054,-70.0853256,-15.5143574,-70.0852415,-15.5143987,-70.0852169,-15.5144073,-70.0851997,-15.5144061,-70.0851784,-15.5143984,-70.0851599,-15.5143809,-70.0851279,-15.5143355,-70.0849402,-15.5139897,-70.0846908,-15.5135608,-70.0843676,-15.5130168,-70.0841239,-15.5126378,-70.083821,-15.512184,-70.0837362,-15.5120507,-70.0837068,-15.5119868,-70.0836862,-15.5119023",way/1171488685,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1386793,-15.5046933,-70.1391488,-15.5042297",way/1171491064,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.0865098,-15.5132464,-70.0862717,-15.5131248,-70.0861646,-15.5131076,-70.0861059,-15.5131039,-70.0860702,-15.5130904,-70.0859988,-15.5130425,-70.0858929,-15.5129909,-70.0858164,-15.5129786,-70.0856059,-15.5129552,-70.0855384,-15.5129306,-70.085435,-15.5128987,-70.0853611,-15.5128532,-70.0852233,-15.512707,-70.0851608,-15.5126406,-70.0850537,-15.5125939,-70.0849274,-15.5125447,-70.0847221,-15.5124526,-70.0845512,-15.5123985,-70.084416,-15.5123678,-70.0842451,-15.5123088",way/1171508385,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1416938,-15.4895178,-70.1416744,-15.4893999,-70.1415239,-15.488361,-70.1413622,-15.48758,-70.141281,-15.4868868,-70.1412759,-15.4867591,-70.1412593,-15.4866141",way/1171525244,,residential,,,,,,,,Jose de Torre Tagle,yes,,,40,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1804535,-15.506782,-70.180947,-15.5059446,-70.181698,-15.5041974,-70.1823069,-15.50336",way/1171959994,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1777618,-15.5080845,-70.1790145,-15.5075573,-70.1804535,-15.506782",way/1171959995,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1792329,-15.4971368,-70.1781973,-15.4963191,-70.1773844,-15.4956772,-70.1767905,-15.4952082",way/1171959996,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1788308,-15.4957462,-70.1794302,-15.4961565,-70.179618,-15.4963167,-70.1803824,-15.4967432",way/1171959997,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"-70.1894979,-15.4898768,-70.1893638,-15.4902258,-70.1893195,-15.4904222,-70.1892646,-15.4907169,-70.1893196,-15.4910477,-70.1894242,-15.4913695",way/1171959998,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
